statement,connective,pattern,label,conj_a,conj_b
The city of Adana is in Turkey or the city of Dandong is in China.,or,TT,1,The city of Adana is in Turkey.,The city of Dandong is in China.
The city of Kolkata is in India or the city of Urumqi is in Vietnam.,or,TF,1,The city of Kolkata is in India.,The city of Urumqi is in Vietnam.
The city of Jabalpur is in India or the city of Yinchuan is in Bangladesh.,or,TF,1,The city of Jabalpur is in India.,The city of Yinchuan is in Bangladesh.
The city of Bokaro is in China or the city of Kahriz is in Iran.,or,FT,1,The city of Bokaro is in China.,The city of Kahriz is in Iran.
The city of Maturin is in Saudi Arabia and the city of Detroit is in the United States.,and,FT,0,The city of Maturin is in Saudi Arabia.,The city of Detroit is in the United States.
The city of Kathmandu is in China and the city of Sevastopol is in Ukraine.,and,FT,0,The city of Kathmandu is in China.,The city of Sevastopol is in Ukraine.
The city of Dar es Salaam is in Tanzania and the city of Jos is in Nigeria.,and,TT,1,The city of Dar es Salaam is in Tanzania.,The city of Jos is in Nigeria.
The city of Anyang is in China and the city of Baku is in Azerbaijan.,and,TT,1,The city of Anyang is in China.,The city of Baku is in Azerbaijan.
The city of Wroclaw is in Poland or the city of Xianyang is in Russia.,or,TF,1,The city of Wroclaw is in Poland.,The city of Xianyang is in Russia.
The city of Bursa is in Bosnia and Herzegovina and the city of Tomsk is in Ghana.,and,FF,0,The city of Bursa is in Bosnia and Herzegovina.,The city of Tomsk is in Ghana.
The city of Asmara is in Eritrea or the city of Bagcilar is in Iran.,or,TF,1,The city of Asmara is in Eritrea.,The city of Bagcilar is in Iran.
The city of Rawalpindi is in Pakistan or the city of Aleppo is in Syria.,or,TT,1,The city of Rawalpindi is in Pakistan.,The city of Aleppo is in Syria.
The city of Zhangzhou is in China or the city of Maturin is in Venezuela.,or,TT,1,The city of Zhangzhou is in China.,The city of Maturin is in Venezuela.
The city of Ryazan' is in South Korea or the city of Dombivli is in India.,or,FT,1,The city of Ryazan' is in South Korea.,The city of Dombivli is in India.
The city of Minsk is in South Korea or the city of Soweto is in South Africa.,or,FT,1,The city of Minsk is in South Korea.,The city of Soweto is in South Africa.
The city of Xingtai is in Russia or the city of Santo Domingo Oeste is in the Dominican Republic.,or,FT,1,The city of Xingtai is in Russia.,The city of Santo Domingo Oeste is in the Dominican Republic.
The city of Chizhou is in the Republic of the Congo and the city of Ningbo is in South Korea.,and,FF,0,The city of Chizhou is in the Republic of the Congo.,The city of Ningbo is in South Korea.
The city of Aktobe is in Afghanistan and the city of Semarang is in Saudi Arabia.,and,FF,0,The city of Aktobe is in Afghanistan.,The city of Semarang is in Saudi Arabia.
The city of Dalian is in China and the city of Harare is in Zimbabwe.,and,TT,1,The city of Dalian is in China.,The city of Harare is in Zimbabwe.
The city of Joao Pessoa is in Brazil and the city of Ufa is in Russia.,and,TT,1,The city of Joao Pessoa is in Brazil.,The city of Ufa is in Russia.
The city of Quetta is in Pakistan or the city of Hangzhou is in Russia.,or,TF,1,The city of Quetta is in Pakistan.,The city of Hangzhou is in Russia.
The city of Isfahan is in China and the city of Langfang is in India.,and,FF,0,The city of Isfahan is in China.,The city of Langfang is in India.
The city of Wenzhou is in Moldova or the city of Buraydah is in Saudi Arabia.,or,FT,1,The city of Wenzhou is in Moldova.,The city of Buraydah is in Saudi Arabia.
The city of Longyan is in China and the city of Zarqa is in India.,and,TF,0,The city of Longyan is in China.,The city of Zarqa is in India.
The city of Acapulco de Juarez is in Morocco and the city of Huainan is in China.,and,FT,0,The city of Acapulco de Juarez is in Morocco.,The city of Huainan is in China.
The city of Kuantan is in India and the city of Karol Bagh is in India.,and,FT,0,The city of Kuantan is in India.,The city of Karol Bagh is in India.
The city of Omdurman is in South Korea or the city of Yiwu is in India.,or,FF,0,The city of Omdurman is in South Korea.,The city of Yiwu is in India.
The city of Dhanbad is in Kenya or the city of Bhayandar is in India.,or,FT,1,The city of Dhanbad is in Kenya.,The city of Bhayandar is in India.
The city of Sanmenxia is in China and the city of Moradabad is in India.,and,TT,1,The city of Sanmenxia is in China.,The city of Moradabad is in India.
The city of Khabarovsk is in Russia or the city of Taicang is in China.,or,TT,1,The city of Khabarovsk is in Russia.,The city of Taicang is in China.
The city of Zhanjiang is in India and the city of Tanggu is in China.,and,FT,0,The city of Zhanjiang is in India.,The city of Tanggu is in China.
The city of Goyang-si is in South Korea or the city of Nairobi is in Mexico.,or,TF,1,The city of Goyang-si is in South Korea.,The city of Nairobi is in Mexico.
The city of Pekanbaru is in Indonesia and the city of Zarqa is in Jordan.,and,TT,1,The city of Pekanbaru is in Indonesia.,The city of Zarqa is in Jordan.
The city of Zhangjiagang is in China or the city of Konya is in Turkey.,or,TT,1,The city of Zhangjiagang is in China.,The city of Konya is in Turkey.
The city of Suizhou is in Japan or the city of Douala is in Russia.,or,FF,0,The city of Suizhou is in Japan.,The city of Douala is in Russia.
The city of Prayagraj is in India or the city of Leipzig is in Germany.,or,TT,1,The city of Prayagraj is in India.,The city of Leipzig is in Germany.
The city of Ibadan is in Malaysia and the city of Douala is in Russia.,and,FF,0,The city of Ibadan is in Malaysia.,The city of Douala is in Russia.
The city of Huaibei is in Brazil or the city of Porto Alegre is in Belarus.,or,FF,0,The city of Huaibei is in Brazil.,The city of Porto Alegre is in Belarus.
The city of Lu'an is in Turkey or the city of Luzhou is in Peru.,or,FF,0,The city of Lu'an is in Turkey.,The city of Luzhou is in Peru.
The city of Kemerovo is in India and the city of Xining is in the United Arab Emirates.,and,FF,0,The city of Kemerovo is in India.,The city of Xining is in the United Arab Emirates.
The city of Saitama is in Japan or the city of Antwerpen is in Belgium.,or,TT,1,The city of Saitama is in Japan.,The city of Antwerpen is in Belgium.
The city of Herat is in China and the city of Naucalpan de Juarez is in Mexico.,and,FT,0,The city of Herat is in China.,The city of Naucalpan de Juarez is in Mexico.
The city of Pekanbaru is in India or the city of Sapporo is in Mexico.,or,FF,0,The city of Pekanbaru is in India.,The city of Sapporo is in Mexico.
The city of Siping is in China and the city of Bahawalpur is in Pakistan.,and,TT,1,The city of Siping is in China.,The city of Bahawalpur is in Pakistan.
The city of Xianyang is in Russia and the city of Guigang is in China.,and,FT,0,The city of Xianyang is in Russia.,The city of Guigang is in China.
The city of Borivli is in Ukraine and the city of Weihai is in China.,and,FT,0,The city of Borivli is in Ukraine.,The city of Weihai is in China.
The city of Rawalpindi is in Pakistan and the city of Madurai is in Burundi.,and,TF,0,The city of Rawalpindi is in Pakistan.,The city of Madurai is in Burundi.
The city of Kota Kinabalu is in Malaysia and the city of Quetta is in Kenya.,and,TF,0,The city of Kota Kinabalu is in Malaysia.,The city of Quetta is in Kenya.
The city of Bandar Lampung is in South Africa or the city of Guangyuan is in China.,or,FT,1,The city of Bandar Lampung is in South Africa.,The city of Guangyuan is in China.
The city of Riga is in Latvia and the city of Hwaseong-si is in South Korea.,and,TT,1,The city of Riga is in Latvia.,The city of Hwaseong-si is in South Korea.
The city of Tianjin is in Bangladesh or the city of Dalian is in China.,or,FT,1,The city of Tianjin is in Bangladesh.,The city of Dalian is in China.
The city of Enugu is in Nigeria or the city of Langfang is in India.,or,TF,1,The city of Enugu is in Nigeria.,The city of Langfang is in India.
The city of Foshan is in China or the city of Ta'if is in Venezuela.,or,TF,1,The city of Foshan is in China.,The city of Ta'if is in Venezuela.
The city of Oklahoma City is in the United States or the city of Lome is in Togo.,or,TT,1,The city of Oklahoma City is in the United States.,The city of Lome is in Togo.
The city of Santiago de Queretaro is in Ecuador and the city of Yinchuan is in China.,and,FT,0,The city of Santiago de Queretaro is in Ecuador.,The city of Yinchuan is in China.
The city of Nova Iguacu is in India or the city of Mysore is in Mexico.,or,FF,0,The city of Nova Iguacu is in India.,The city of Mysore is in Mexico.
The city of Mysore is in India and the city of Ouagadougou is in Burkina Faso.,and,TT,1,The city of Mysore is in India.,The city of Ouagadougou is in Burkina Faso.
The city of Abuja is in Nigeria or the city of Wanzhou is in China.,or,TT,1,The city of Abuja is in Nigeria.,The city of Wanzhou is in China.
The city of Zhanjiang is in China and the city of Fuxin is in China.,and,TT,1,The city of Zhanjiang is in China.,The city of Fuxin is in China.
The city of Jiaxing is in Ukraine or the city of Kisangani is in the Democratic Republic of the Congo.,or,FT,1,The city of Jiaxing is in Ukraine.,The city of Kisangani is in the Democratic Republic of the Congo.
The city of Kano is in China or the city of Rostov-na-Donu is in the United Arab Emirates.,or,FF,0,The city of Kano is in China.,The city of Rostov-na-Donu is in the United Arab Emirates.
The city of Pietermaritzburg is in South Africa and the city of Shantou is in China.,and,TT,1,The city of Pietermaritzburg is in South Africa.,The city of Shantou is in China.
The city of Vijayawada is in India and the city of Tomsk is in Russia.,and,TT,1,The city of Vijayawada is in India.,The city of Tomsk is in Russia.
The city of Anshun is in China and the city of Muscat is in Oman.,and,TT,1,The city of Anshun is in China.,The city of Muscat is in Oman.
The city of Yangjiang is in Indonesia or the city of Ansan-si is in Canada.,or,FF,0,The city of Yangjiang is in Indonesia.,The city of Ansan-si is in Canada.
The city of Klang is in China or the city of Lanzhou is in China.,or,FT,1,The city of Klang is in China.,The city of Lanzhou is in China.
The city of Jiaozuo is in China or the city of Esenler is in Turkey.,or,TT,1,The city of Jiaozuo is in China.,The city of Esenler is in Turkey.
The city of Minsk is in Belarus and the city of Nagpur is in India.,and,TT,1,The city of Minsk is in Belarus.,The city of Nagpur is in India.
The city of Ludhiana is in India and the city of Pimpri is in China.,and,TF,0,The city of Ludhiana is in India.,The city of Pimpri is in China.
The city of Ryazan' is in Russia and the city of Santo Domingo Oeste is in the Dominican Republic.,and,TT,1,The city of Ryazan' is in Russia.,The city of Santo Domingo Oeste is in the Dominican Republic.
The city of Karachi is in India and the city of Wanxian is in Algeria.,and,FF,0,The city of Karachi is in India.,The city of Wanxian is in Algeria.
The city of Namangan is in Uzbekistan and the city of Weifang is in Indonesia.,and,TF,0,The city of Namangan is in Uzbekistan.,The city of Weifang is in Indonesia.
The city of Chelyabinsk is in China and the city of Bangkok is in China.,and,FF,0,The city of Chelyabinsk is in China.,The city of Bangkok is in China.
The city of Yibin is in China and the city of Gwalior is in India.,and,TT,1,The city of Yibin is in China.,The city of Gwalior is in India.
The city of Wanzhou is in China or the city of Dakar is in India.,or,TF,1,The city of Wanzhou is in China.,The city of Dakar is in India.
The city of Dehra Dun is in China or the city of Can Tho is in Venezuela.,or,FF,0,The city of Dehra Dun is in China.,The city of Can Tho is in Venezuela.
The city of Karachi is in Pakistan or the city of Bulawayo is in China.,or,TF,1,The city of Karachi is in Pakistan.,The city of Bulawayo is in China.
The city of Petaling Jaya is in Malaysia or the city of Quito is in Ecuador.,or,TT,1,The city of Petaling Jaya is in Malaysia.,The city of Quito is in Ecuador.
The city of Vladivostok is in Russia and the city of Kozhikode is in the United States.,and,TF,0,The city of Vladivostok is in Russia.,The city of Kozhikode is in the United States.
The city of Pekanbaru is in Indonesia or the city of Warri is in China.,or,TF,1,The city of Pekanbaru is in Indonesia.,The city of Warri is in China.
The city of Cheonan is in South Korea and the city of Guarulhos is in Brazil.,and,TT,1,The city of Cheonan is in South Korea.,The city of Guarulhos is in Brazil.
The city of Cape Town is in China and the city of Lome is in Togo.,and,FT,0,The city of Cape Town is in China.,The city of Lome is in Togo.
The city of Panzhihua is in Iran or the city of Kitakyushu is in Yemen.,or,FF,0,The city of Panzhihua is in Iran.,The city of Kitakyushu is in Yemen.
The city of Guangyuan is in China or the city of Guang'an is in China.,or,TT,1,The city of Guangyuan is in China.,The city of Guang'an is in China.
The city of Dnipro is in Russia and the city of Pune is in South Korea.,and,FF,0,The city of Dnipro is in Russia.,The city of Pune is in South Korea.
The city of Linfen is in China or the city of Erbil is in Iraq.,or,TT,1,The city of Linfen is in China.,The city of Erbil is in Iraq.
The city of Yerevan is in Armenia and the city of Munich is in China.,and,TF,0,The city of Yerevan is in Armenia.,The city of Munich is in China.
The city of Nouakchott is in Mauritania and the city of Shangqiu is in China.,and,TT,1,The city of Nouakchott is in Mauritania.,The city of Shangqiu is in China.
The city of Putian is in China or the city of Ebute Ikorodu is in Nigeria.,or,TT,1,The city of Putian is in China.,The city of Ebute Ikorodu is in Nigeria.
The city of Abu Ghurayb is in Indonesia and the city of Juiz de Fora is in Brazil.,and,FT,0,The city of Abu Ghurayb is in Indonesia.,The city of Juiz de Fora is in Brazil.
The city of Libreville is in Gabon or the city of Reynosa is in Mexico.,or,TT,1,The city of Libreville is in Gabon.,The city of Reynosa is in Mexico.
The city of Matsuyama is in Burkina Faso or the city of Lubumbashi is in India.,or,FF,0,The city of Matsuyama is in Burkina Faso.,The city of Lubumbashi is in India.
The city of Aparecida de Goiania is in China or the city of Karachi is in India.,or,FF,0,The city of Aparecida de Goiania is in China.,The city of Karachi is in India.
The city of Zhoushan is in the Philippines or the city of Wanxian is in Algeria.,or,FF,0,The city of Zhoushan is in the Philippines.,The city of Wanxian is in Algeria.
The city of Hegang is in China or the city of Feira de Santana is in Brazil.,or,TT,1,The city of Hegang is in China.,The city of Feira de Santana is in Brazil.
The city of Dortmund is in India and the city of Diyarbakir is in Colombia.,and,FF,0,The city of Dortmund is in India.,The city of Diyarbakir is in Colombia.
The city of Ryazan' is in South Korea or the city of Dubai is in the United Arab Emirates.,or,FT,1,The city of Ryazan' is in South Korea.,The city of Dubai is in the United Arab Emirates.
The city of Lu'an is in Turkey or the city of Nay Pyi Taw is in Mozambique.,or,FF,0,The city of Lu'an is in Turkey.,The city of Nay Pyi Taw is in Mozambique.
The city of Caloocan City is in China and the city of Sofia is in South Korea.,and,FF,0,The city of Caloocan City is in China.,The city of Sofia is in South Korea.
The city of Bijie is in China or the city of Qingdao is in India.,or,TF,1,The city of Bijie is in China.,The city of Qingdao is in India.
The city of Bokaro is in India and the city of Chizhou is in the Republic of the Congo.,and,TF,0,The city of Bokaro is in India.,The city of Chizhou is in the Republic of the Congo.
The city of Ma'anshan is in China or the city of Diyarbakir is in Colombia.,or,TF,1,The city of Ma'anshan is in China.,The city of Diyarbakir is in Colombia.
The city of Contagem is in Indonesia or the city of Iztapalapa is in Yemen.,or,FF,0,The city of Contagem is in Indonesia.,The city of Iztapalapa is in Yemen.
The city of Kawaguchi is in Indonesia or the city of Ulan Bator is in Ukraine.,or,FF,0,The city of Kawaguchi is in Indonesia.,The city of Ulan Bator is in Ukraine.
The city of Benoni is in the Philippines and the city of Guang'an is in Germany.,and,FF,0,The city of Benoni is in the Philippines.,The city of Guang'an is in Germany.
The city of Yaroslavl is in India and the city of Huainan is in Egypt.,and,FF,0,The city of Yaroslavl is in India.,The city of Huainan is in Egypt.
The city of Faridabad is in India or the city of Santa Maria Chimalhuacan is in Saudi Arabia.,or,TF,1,The city of Faridabad is in India.,The city of Santa Maria Chimalhuacan is in Saudi Arabia.
The city of Kozhikode is in the United States or the city of Jabalpur is in Ukraine.,or,FF,0,The city of Kozhikode is in the United States.,The city of Jabalpur is in Ukraine.
The city of Goiania is in Brazil and the city of Homs is in Indonesia.,and,TF,0,The city of Goiania is in Brazil.,The city of Homs is in Indonesia.
The city of Addis Ababa is in Ethiopia or the city of Bikaner is in South Korea.,or,TF,1,The city of Addis Ababa is in Ethiopia.,The city of Bikaner is in South Korea.
The city of Thane is in India or the city of Daejeon is in South Korea.,or,TT,1,The city of Thane is in India.,The city of Daejeon is in South Korea.
The city of Aparecida de Goiania is in Brazil and the city of Wroclaw is in Poland.,and,TT,1,The city of Aparecida de Goiania is in Brazil.,The city of Wroclaw is in Poland.
The city of Londrina is in Brazil and the city of Yangon is in Myanmar.,and,TT,1,The city of Londrina is in Brazil.,The city of Yangon is in Myanmar.
The city of Karachi is in Pakistan and the city of Qinzhou is in India.,and,TF,0,The city of Karachi is in Pakistan.,The city of Qinzhou is in India.
The city of Seongnam-si is in South Korea or the city of Balikpapan is in Indonesia.,or,TT,1,The city of Seongnam-si is in South Korea.,The city of Balikpapan is in Indonesia.
The city of Suqian is in Mexico and the city of Goeteborg is in South Korea.,and,FF,0,The city of Suqian is in Mexico.,The city of Goeteborg is in South Korea.
The city of Bayannur is in China or the city of Sulaymaniyah is in Turkey.,or,TF,1,The city of Bayannur is in China.,The city of Sulaymaniyah is in Turkey.
The city of Barnaul is in South Africa or the city of Batam is in Indonesia.,or,FT,1,The city of Barnaul is in South Africa.,The city of Batam is in Indonesia.
The city of Heze is in China and the city of Ciudad Nezahualcoyotl is in Mexico.,and,TT,1,The city of Heze is in China.,The city of Ciudad Nezahualcoyotl is in Mexico.
The city of Guankou is in China and the city of Mandalay is in Myanmar.,and,TT,1,The city of Guankou is in China.,The city of Mandalay is in Myanmar.
The city of Baise is in Japan or the city of Hanzhong is in Iran.,or,FF,0,The city of Baise is in Japan.,The city of Hanzhong is in Iran.
The city of Thiruvananthapuram is in India and the city of Al Mawsil al Jadidah is in India.,and,TF,0,The city of Thiruvananthapuram is in India.,The city of Al Mawsil al Jadidah is in India.
The city of Orumiyeh is in Iran and the city of Ilorin is in Ukraine.,and,TF,0,The city of Orumiyeh is in Iran.,The city of Ilorin is in Ukraine.
The city of Cheongju-si is in South Korea and the city of Santiago de Cuba is in Cuba.,and,TT,1,The city of Cheongju-si is in South Korea.,The city of Santiago de Cuba is in Cuba.
The city of Contagem is in Indonesia and the city of Ouagadougou is in Burkina Faso.,and,FT,0,The city of Contagem is in Indonesia.,The city of Ouagadougou is in Burkina Faso.
The city of Kota Kinabalu is in the United States or the city of Pingdingshan is in South Africa.,or,FF,0,The city of Kota Kinabalu is in the United States.,The city of Pingdingshan is in South Africa.
The city of Pimpri is in China and the city of Ha'il is in Saudi Arabia.,and,FT,0,The city of Pimpri is in China.,The city of Ha'il is in Saudi Arabia.
The city of Warangal is in India and the city of Omdurman is in South Korea.,and,TF,0,The city of Warangal is in India.,The city of Omdurman is in South Korea.
The city of Tucson is in Canada and the city of Quzhou is in China.,and,FT,0,The city of Tucson is in Canada.,The city of Quzhou is in China.
The city of Yerevan is in Bangladesh or the city of Zhenjiang is in China.,or,FT,1,The city of Yerevan is in Bangladesh.,The city of Zhenjiang is in China.
The city of Mazar-e Sharif is in Afghanistan and the city of Anqing is in China.,and,TT,1,The city of Mazar-e Sharif is in Afghanistan.,The city of Anqing is in China.
The city of Dalian is in Saudi Arabia or the city of Tegucigalpa is in China.,or,FF,0,The city of Dalian is in Saudi Arabia.,The city of Tegucigalpa is in China.
The city of Anyang-si is in Iraq or the city of Jilin is in China.,or,FT,1,The city of Anyang-si is in Iraq.,The city of Jilin is in China.
The city of Tolyatti is in Russia or the city of Ribeirao Preto is in Brazil.,or,TT,1,The city of Tolyatti is in Russia.,The city of Ribeirao Preto is in Brazil.
The city of Karol Bagh is in Syria and the city of Izmir is in Iran.,and,FF,0,The city of Karol Bagh is in Syria.,The city of Izmir is in Iran.
The city of Makati City is in the Philippines or the city of Buraydah is in Rwanda.,or,TF,1,The city of Makati City is in the Philippines.,The city of Buraydah is in Rwanda.
The city of Naberezhnyye Chelny is in Russia or the city of Lahore is in Pakistan.,or,TT,1,The city of Naberezhnyye Chelny is in Russia.,The city of Lahore is in Pakistan.
The city of San Miguel de Tucuman is in Argentina or the city of Barquisimeto is in Venezuela.,or,TT,1,The city of San Miguel de Tucuman is in Argentina.,The city of Barquisimeto is in Venezuela.
The city of Caracas is in Venezuela and the city of Dammam is in Saudi Arabia.,and,TT,1,The city of Caracas is in Venezuela.,The city of Dammam is in Saudi Arabia.
The city of Da Nang is in Vietnam or the city of Guangyuan is in Mexico.,or,TF,1,The city of Da Nang is in Vietnam.,The city of Guangyuan is in Mexico.
The city of Chicago is in the United States and the city of Wroclaw is in Poland.,and,TT,1,The city of Chicago is in the United States.,The city of Wroclaw is in Poland.
The city of Shenzhen is in China or the city of Kathmandu is in Nepal.,or,TT,1,The city of Shenzhen is in China.,The city of Kathmandu is in Nepal.
The city of Almaty is in Kazakhstan or the city of Quzhou is in Vietnam.,or,TF,1,The city of Almaty is in Kazakhstan.,The city of Quzhou is in Vietnam.
The city of Guatemala City is in Croatia and the city of Aleppo is in China.,and,FF,0,The city of Guatemala City is in Croatia.,The city of Aleppo is in China.
The city of Hohhot is in China or the city of Yibin is in China.,or,TT,1,The city of Hohhot is in China.,The city of Yibin is in China.
The city of Najafgarh is in India or the city of Jilin is in China.,or,TT,1,The city of Najafgarh is in India.,The city of Jilin is in China.
The city of Albuquerque is in Egypt and the city of Changwon is in South Korea.,and,FT,0,The city of Albuquerque is in Egypt.,The city of Changwon is in South Korea.
The city of Hengyang is in China or the city of Chizhou is in the Republic of the Congo.,or,TF,1,The city of Hengyang is in China.,The city of Chizhou is in the Republic of the Congo.
The city of Tehran is in Iran and the city of Yangon is in Myanmar.,and,TT,1,The city of Tehran is in Iran.,The city of Yangon is in Myanmar.
The city of Weinan is in Colombia and the city of Wenzhou is in Moldova.,and,FF,0,The city of Weinan is in Colombia.,The city of Wenzhou is in Moldova.
The city of Nowrangapur is in Vietnam or the city of Lanzhou is in China.,or,FT,1,The city of Nowrangapur is in Vietnam.,The city of Lanzhou is in China.
The city of Dortmund is in Germany or the city of Fushun is in Mexico.,or,TF,1,The city of Dortmund is in Germany.,The city of Fushun is in Mexico.
The city of Liupanshui is in China and the city of Reynosa is in China.,and,TF,0,The city of Liupanshui is in China.,The city of Reynosa is in China.
The city of Bucaramanga is in Colombia and the city of Cochin is in India.,and,TT,1,The city of Bucaramanga is in Colombia.,The city of Cochin is in India.
The city of Haiphong is in the Dominican Republic or the city of Daejeon is in South Korea.,or,FT,1,The city of Haiphong is in the Dominican Republic.,The city of Daejeon is in South Korea.
The city of Erode is in China and the city of Douala is in Cameroon.,and,FT,0,The city of Erode is in China.,The city of Douala is in Cameroon.
The city of Tangerang is in China or the city of Tlalpan is in Egypt.,or,FF,0,The city of Tangerang is in China.,The city of Tlalpan is in Egypt.
The city of Onitsha is in China and the city of Homs is in Indonesia.,and,FF,0,The city of Onitsha is in China.,The city of Homs is in Indonesia.
The city of Xianyang is in China or the city of Tiruppur is in Japan.,or,TF,1,The city of Xianyang is in China.,The city of Tiruppur is in Japan.
The city of Bucharest is in Italy or the city of Bhayandar is in India.,or,FT,1,The city of Bucharest is in Italy.,The city of Bhayandar is in India.
The city of Daqing is in China and the city of Jalandhar is in Iraq.,and,TF,0,The city of Daqing is in China.,The city of Jalandhar is in Iraq.
The city of Helsinki is in Pakistan or the city of Zhabei is in China.,or,FT,1,The city of Helsinki is in Pakistan.,The city of Zhabei is in China.
The city of Homyel' is in Iran or the city of Marrakesh is in Morocco.,or,FT,1,The city of Homyel' is in Iran.,The city of Marrakesh is in Morocco.
The city of Nagpur is in India and the city of Istanbul is in Turkey.,and,TT,1,The city of Nagpur is in India.,The city of Istanbul is in Turkey.
The city of Khartoum is in China or the city of Xuchang is in Japan.,or,FF,0,The city of Khartoum is in China.,The city of Xuchang is in Japan.
The city of Bhopal is in Russia and the city of Kaifeng is in Mexico.,and,FF,0,The city of Bhopal is in Russia.,The city of Kaifeng is in Mexico.
The city of Al Ahmadi is in Japan or the city of Jiujiang is in China.,or,FT,1,The city of Al Ahmadi is in Japan.,The city of Jiujiang is in China.
The city of Port-au-Prince is in Haiti and the city of Weihai is in Russia.,and,TF,0,The city of Port-au-Prince is in Haiti.,The city of Weihai is in Russia.
The city of Kanayannur is in Saudi Arabia and the city of Taiz is in Yemen.,and,FT,0,The city of Kanayannur is in Saudi Arabia.,The city of Taiz is in Yemen.
The city of Shaoxing is in the Philippines and the city of Liaocheng is in China.,and,FT,0,The city of Shaoxing is in the Philippines.,The city of Liaocheng is in China.
The city of Quito is in China or the city of Meizhou is in China.,or,FT,1,The city of Quito is in China.,The city of Meizhou is in China.
The city of Omsk is in China or the city of Odesa is in Ukraine.,or,FT,1,The city of Omsk is in China.,The city of Odesa is in Ukraine.
The city of Bucharest is in Romania or the city of Faisalabad is in India.,or,TF,1,The city of Bucharest is in Romania.,The city of Faisalabad is in India.
The city of Fukuoka is in Japan and the city of Nouakchott is in China.,and,TF,0,The city of Fukuoka is in Japan.,The city of Nouakchott is in China.
The city of Dandong is in China or the city of Vilnius is in Lithuania.,or,TT,1,The city of Dandong is in China.,The city of Vilnius is in Lithuania.
The city of Gujranwala is in Pakistan or the city of Accra is in China.,or,TF,1,The city of Gujranwala is in Pakistan.,The city of Accra is in China.
The city of Guayaquil is in China or the city of Najafgarh is in India.,or,FT,1,The city of Guayaquil is in China.,The city of Najafgarh is in India.
The city of Yerevan is in Armenia and the city of Khabarovsk is in Russia.,and,TT,1,The city of Yerevan is in Armenia.,The city of Khabarovsk is in Russia.
The city of Tangshan is in China or the city of Batam is in Turkey.,or,TF,1,The city of Tangshan is in China.,The city of Batam is in Turkey.
The city of Guntur is in India and the city of Asyut is in Japan.,and,TF,0,The city of Guntur is in India.,The city of Asyut is in Japan.
The city of Ebute Ikorodu is in China and the city of Casablanca is in Russia.,and,FF,0,The city of Ebute Ikorodu is in China.,The city of Casablanca is in Russia.
The city of Nashik is in India and the city of Astrakhan is in Russia.,and,TT,1,The city of Nashik is in India.,The city of Astrakhan is in Russia.
The city of Ziyang is in China or the city of Hwaseong-si is in South Korea.,or,TT,1,The city of Ziyang is in China.,The city of Hwaseong-si is in South Korea.
The city of Ma'anshan is in China or the city of Visakhapatnam is in Indonesia.,or,TF,1,The city of Ma'anshan is in China.,The city of Visakhapatnam is in Indonesia.
The city of Aparecida de Goiania is in Brazil and the city of Jiaozhou is in China.,and,TT,1,The city of Aparecida de Goiania is in Brazil.,The city of Jiaozhou is in China.
The city of Bengaluru is in China and the city of Shangluo is in Honduras.,and,FF,0,The city of Bengaluru is in China.,The city of Shangluo is in Honduras.
The city of Leipzig is in Germany or the city of Dnipro is in Russia.,or,TF,1,The city of Leipzig is in Germany.,The city of Dnipro is in Russia.
The city of Paranaque City is in India or the city of Abuja is in China.,or,FF,0,The city of Paranaque City is in India.,The city of Abuja is in China.
The city of Voronezh is in Russia or the city of Chuzhou is in India.,or,TF,1,The city of Voronezh is in Russia.,The city of Chuzhou is in India.
The city of Rourkela is in India or the city of Kuala Lumpur is in Oman.,or,TF,1,The city of Rourkela is in India.,The city of Kuala Lumpur is in Oman.
The city of Semarang is in Saudi Arabia and the city of N'Djamena is in China.,and,FF,0,The city of Semarang is in Saudi Arabia.,The city of N'Djamena is in China.
The city of Goeteborg is in South Korea or the city of Amman is in Malaysia.,or,FF,0,The city of Goeteborg is in South Korea.,The city of Amman is in Malaysia.
The city of Ciudad Nezahualcoyotl is in Senegal and the city of Shaoxing is in China.,and,FT,0,The city of Ciudad Nezahualcoyotl is in Senegal.,The city of Shaoxing is in China.
The city of Sanming is in China and the city of Khulna is in Japan.,and,TF,0,The city of Sanming is in China.,The city of Khulna is in Japan.
The city of Changchun is in China or the city of Abidjan is in China.,or,TF,1,The city of Changchun is in China.,The city of Abidjan is in China.
The city of Nanchang is in Malaysia and the city of Bloemfontein is in China.,and,FF,0,The city of Nanchang is in Malaysia.,The city of Bloemfontein is in China.
The city of Zhumadian is in Brazil and the city of Ulhasnagar is in India.,and,FT,0,The city of Zhumadian is in Brazil.,The city of Ulhasnagar is in India.
The city of Siping is in China and the city of Odesa is in Ukraine.,and,TT,1,The city of Siping is in China.,The city of Odesa is in Ukraine.
The city of Huzhou is in Germany and the city of Hezhou is in India.,and,FF,0,The city of Huzhou is in Germany.,The city of Hezhou is in India.
The city of Nairobi is in Kenya or the city of Gujranwala is in Pakistan.,or,TT,1,The city of Nairobi is in Kenya.,The city of Gujranwala is in Pakistan.
The city of Lilongwe is in Malawi and the city of Foshan is in China.,and,TT,1,The city of Lilongwe is in Malawi.,The city of Foshan is in China.
The city of Kermanshah is in Iran and the city of Ansan-si is in Canada.,and,TF,0,The city of Kermanshah is in Iran.,The city of Ansan-si is in Canada.
